westernclassof2028,-1,-1,-1,517,4795,8,-4796
uah2028,-1,-1,-1,54,347,6,-348
sdsu2028class,-1,-1,-1,23,49,194,-50
slu2028class,-1,-1,-1,65,229,148,-230
urichmond2028class,-1,-1,-1,6,83,150,-84
lcc2028,-1,-1,-1,4,20,2,-21
cua2028bios,-1,-1,-1,119,310,53,-311
sacstate2028class,-1,-1,-1,906,1580,143,-1581
samford2028class,-1,-1,-1,4,17,5,-18
uwec2028bios,-1,-1,-1,22,72,41,-73
duq2028,-1,-1,-1,13,136,235,-137
jwu2028bios,-1,-1,-1,284,459,156,-460
appstate2028meet,-1,-1,-1,1501,2215,83,-2216
tarleton2028class,-1,-1,-1,-1,-1,-1,0
fordham2028meet,-1,-1,-1,161,149,200,-150
thechristcollege2028,-1,-1,-1,31,82,10,-83
csumb2028class,-1,-1,-1,27,119,100,-120
campbell2028class,-1,-1,-1,29,121,97,-122
csun2028class,-1,-1,-1,108,276,75,-277
bridgewater2028class,-1,-1,-1,512,981,78,-982
wayne2028class,-1,-1,-1,65,184,17,-185
saddleback2028class,-1,-1,-1,2,18,16,-19
rowan2028class,-1,-1,-1,23,79,72,-80
sjsu2028meet,-1,-1,-1,4,13,2,-14
kentucky2028meet,-1,-1,-1,2081,1735,403,-1736
ou2028sooners,-1,-1,-1,26,102,223,-103
uh2028bios,-1,-1,-1,415,691,175,-692
utc2028class,-1,-1,-1,3,9,2,-10
okstate2028meet,-1,-1,-1,125,128,190,-129
queensu2028class,3,9,2,3,9,2,0
ucsc2028class,-1,-1,-1,18,76,150,-77
notredame2028intros,-1,-1,-1,3,86,147,-87
siu2028class,-1,-1,-1,14,98,182,-99
ucberkeley2028meet,-1,-1,-1,13,63,194,-64
ucdavis2028intros,-1,-1,-1,24,520,39,-521
montanastate2028intros,-1,-1,-1,257,1389,66,-1390
csulb2028class,-1,-1,-1,9,17,2,-18
ewu2028bios,-1,-1,-1,94,219,2,-220
ubuffalo2028class,-1,-1,-1,1317,2821,79,-2822
binghamton2028bios,-1,-1,-1,312,967,109,-968
ucmerced2028class,-1,-1,-1,8,28,2,-29
olemiss2028meet,-1,-1,-1,-1,-1,-1,0
utah2028meet,-1,-1,-1,500,1123,81,-1124
fscj2028class,-1,-1,-1,3,12,2,-13
csuf2028class,-1,-1,-1,8,39,202,-40
nmsu2028class,-1,-1,-1,3,7,2,-8
wilmington2028class,-1,-1,-1,5,13,2,-14
umass2028class,-1,-1,-1,23,114,225,-115
smc2028class,-1,-1,-1,4,23,42,-24
tsu2028class,-1,-1,-1,9,23,78,-24
ucr2028class,-1,-1,-1,7,24,72,-25
heidelberg2028class,-1,-1,-1,4,14,2,-15
valencia2028class,-1,-1,-1,25,71,2,-72
kent2028class,-1,-1,-1,100,134,168,-135
iastate2028class,-1,-1,-1,35,69,114,-70
nccu2028meet,-1,-1,-1,-1,-1,-1,0
cscc2028class,-1,-1,-1,5,14,2,-15
dickinson2028clas,-1,-1,-1,-1,-1,-1,0
drexel2028intros,-1,-1,-1,17,28,57,-29
auburn2028meet,-1,-1,-1,489,951,243,-952
torontomet2028class,-1,-1,-1,3,14,31,-15
lasalle2028class,-1,-1,-1,4,8,2,-9
jjc2028class,-1,-1,-1,3,5,2,-6
csusm2028class,-1,-1,-1,1,14,2,-15
ccu2028official,-1,-1,-1,3,233,0,-234
bama2028_,-1,-1,-1,0,15,0,-16
kentucky2028bios,-1,-1,-1,-1,-1,-1,0
villanovaclass.2028,-1,-1,-1,-1,-1,-1,0
purdue.28,-1,-1,-1,0,39,1,-40
uscclass2028,1,1774,1584,1,1774,1584,0
umdbios2028,17,1117,219,17,1117,219,0
baylorbound2028,-1,-1,-1,427,1171,1284,-1172
temple2028official,-1,-1,-1,5,708,106,-709
officialusc.2028,-1,-1,-1,0,0,0,-1
lsu._classof2028,-1,-1,-1,1,69,132,-70
psuco28official,-1,-1,-1,4,991,172,-992
lehighclasso2028,-1,-1,-1,-1,-1,-1,0
suffolk2028,-1,-1,-1,1,18,16,-19
unhclass.2028,-1,-1,-1,-1,-1,-1,0
classof28alabama,-1,-1,-1,5,166,361,-167
auburn.2028,-1,-1,-1,-1,-1,-1,0
umn2028,-1,-1,-1,25,547,583,-548
seattle.classof2028,-1,-1,-1,0,78,19,-79
fsu.2028,-1,-1,-1,1,67,66,-68
tcuco28,-1,-1,-1,-1,-1,-1,0
wvu_2028,-1,-1,-1,52,4196,74,-4197
marylandstudents2028,-1,-1,-1,3,1041,8,-1042
uscclass2028,1,1774,1584,1,1774,1584,0
csuclassof2028,-1,-1,-1,0,1,2,-2
xavieruniversityclassof28,-1,-1,-1,-1,-1,-1,0
uvm.classof2028,-1,-1,-1,-1,-1,-1,0
butleruniversity2028,-1,-1,-1,-1,-1,-1,0
nyu2028_,-1,-1,-1,-1,-1,-1,0
gvsu2028bios,-1,-1,-1,0,3,0,-4
wcupa.2028,-1,-1,-1,0,1,0,-2
uoflouisville.2028,-1,-1,-1,0,16,0,-17
ohiostateclassof_2028,-1,-1,-1,-1,-1,-1,0
rutgersclassof28,-1,-1,-1,-1,-1,-1,0
universityoutah2028,-1,-1,-1,-1,-1,-1,0
wakeforest2028,-1,-1,-1,0,293,179,-294
washuco2028,-1,-1,-1,-1,-1,-1,0
georgiaclassof2028,-1,-1,-1,-1,-1,-1,0
uconn2028.bios,-1,-1,-1,-1,-1,-1,0
utaustinclassof2028__,-1,-1,-1,0,0,0,-1
utk.2028,-1,-1,-1,-1,-1,-1,0
bsu.2028,-1,-1,-1,1,155,427,-156
fordhamclassof28,-1,-1,-1,1,13,33,-14
nyu2028class,-1,-1,-1,0,0,0,-1
lsu_class_of_2028,-1,-1,-1,2,50,243,-51
purdue2028.class,-1,-1,-1,-1,-1,-1,0
gcu.2028,-1,-1,-1,105,1287,590,-1288
gt.classof.2028,-1,-1,-1,0,4,0,-5
wvuclassof2028,-1,-1,-1,-1,-1,-1,0
nyuclassof2028,-1,-1,-1,0,0,0,-1
chapmanuniversity2027,-1,-1,-1,0,99,229,-100
tampa.2028,-1,-1,-1,-1,-1,-1,0
westerncarolina2028,-1,-1,-1,5,159,92,-160
csu2028.bios,-1,-1,-1,0,1,0,-2
umiami_2028bios,-1,-1,-1,0,4,4,-5
syracuseclass2028_,-1,-1,-1,-1,-1,-1,0
ucsbofficalco28,-1,-1,-1,-1,-1,-1,0
csu2028officiall,-1,-1,-1,9,855,88,-856
umdco2028,-1,-1,-1,2,57,37,-58
ubuffalo.2028,-1,-1,-1,-1,-1,-1,0
asuco2028,-1,-1,-1,-1,-1,-1,0
eku.2028,-1,-1,-1,2,315,9,-316
tampa2028class,-1,-1,-1,286,658,984,-659
uarkco2028,-1,-1,-1,0,5,2,-6
uofi_28,-1,-1,-1,0,2,1,-3
babyrebs.2028,-1,-1,-1,-1,-1,-1,0
osu.2028class,-1,-1,-1,3,171,470,-172
uga.2028bios,26,1271,3195,26,1271,3195,0
universityofdelaware.2028,-1,-1,-1,20,525,224,-526
wwu2028,-1,-1,-1,0,42,1,-43
uakron_2028,-1,-1,-1,171,475,213,-476
uofmizzou2028,-1,-1,-1,1,6,0,-7
duke2028bluedevils,-1,-1,-1,233,2636,508,-2637
uga2028dawgs,-1,-1,-1,-1,-1,-1,0
vcu2028bios,-1,-1,-1,-1,-1,-1,0
umnclassof2028,-1,-1,-1,0,6,0,-7
uga__2028,-1,-1,-1,-1,-1,-1,0
uiuc2028official,-1,-1,-1,389,6807,2807,-6808
vtco28,-1,-1,-1,-1,-1,-1,0
miamiu_classof2028,-1,-1,-1,0,0,0,-1
uwhuskies2028,-1,-1,-1,0,2,0,-3
cincinnati.2028,-1,-1,-1,-1,-1,-1,0
texas_longhorns28,-1,-1,-1,0,53,73,-54
westchesteru2028,22,232,283,22,232,283,0
texastechclass.2028,-1,-1,-1,-1,-1,-1,0
unh.2028,-1,-1,-1,0,307,0,-308
uva2028_,-1,-1,-1,0,42,242,-43
utaustin2028official,-1,-1,-1,9,1104,517,-1105
mississippistate2028,-1,-1,-1,3,166,180,-167
umn2028official,-1,-1,-1,0,91,0,-92
uwmadison_28,3,158,167,3,158,167,0
asu.classof.2028,-1,-1,-1,-1,-1,-1,0
bu_2028_bios,-1,-1,-1,2,427,45,-428
2028_wcu_freshmen,-1,-1,-1,36,403,184,-404
lehighclassof2028_,-1,-1,-1,-1,-1,-1,0
unc2028_,-1,-1,-1,1809,4509,580,-4510
txst2028bios,-1,-1,-1,-1,-1,-1,0
byu2028bios,-1,-1,-1,186,1607,1770,-1608
alabamacommits2028,-1,-1,-1,-1,-1,-1,0
ucsb_2028_,-1,-1,-1,-1,-1,-1,0
stjohnsclassof2028,-1,-1,-1,0,22,261,-23
purdue.class.of.2028,-1,-1,-1,1,1,0,-2
cuse2028,-1,-1,-1,20,216,115,-217
bamabound2028bios,-1,-1,-1,-1,-1,-1,0
kennesawclassof2028,-1,-1,-1,925,1355,335,-1356
uabclassof2028,-1,-1,-1,6,273,1,-274
vcu2028,-1,-1,-1,1068,3150,211,-3151
uark.2028,-1,-1,-1,0,50,7,-51
radfordu2028,-1,-1,-1,627,1253,79,-1254
utahstateclassof28bios,-1,-1,-1,1,30,14,-31
uarkansas2028,-1,-1,-1,3,248,859,-249
gvsu2028class,-1,-1,-1,111,681,378,-682
villanovaadmits2028,-1,-1,-1,-1,-1,-1,0
duke2028official,-1,-1,-1,-1,-1,-1,0
umiami2028freshmen,-1,-1,-1,-1,-1,-1,0
umd2028official,-1,-1,-1,3,489,30,-490
ucf2028classofficial,-1,-1,-1,5,846,261,-847
txst.28,-1,-1,-1,9,269,349,-270
tulaneclass.2028,-1,-1,-1,230,1514,1442,-1515
oregonclassof2028_,-1,-1,-1,1,26,96,-27
uhmanoa2028,-1,-1,-1,18,286,5,-287
ufclass.2028,-1,-1,-1,-1,-1,-1,0
vt2028bios,-1,-1,-1,1,3,0,-4
redraiders_2028,-1,-1,-1,31,393,459,-394
alabamaclasso2028,-1,-1,-1,-1,-1,-1,0
utaustinclassof28,-1,-1,-1,1,6,9,-7
uta_2028,-1,-1,-1,0,221,137,-222
umd__2028,-1,-1,-1,-1,-1,-1,0
olemissclassof.2028,-1,-1,-1,-1,-1,-1,0
snhu.2028,-1,-1,-1,0,144,246,-145
georgiasouthern_.2028,-1,-1,-1,1280,3589,1579,-3590
tcu2028.bios,-1,-1,-1,-1,-1,-1,0
uclaclassof_2028,-1,-1,-1,0,2,12,-3
ukentucky28,-1,-1,-1,-1,-1,-1,0
astate_classof2027,-1,-1,-1,13,108,118,-109
uhouston.2028,-1,-1,-1,0,1,0,-2
asu.batch_2028,-1,-1,-1,-1,-1,-1,0
fsu2028classofficial,-1,-1,-1,4,1008,201,-1009
calpoly.classof2028,-1,-1,-1,1,136,719,-137
universityofwiscomadison2028,0,3,0,0,3,0,0
umiami2028official_,-1,-1,-1,-1,-1,-1,0
jmu2028,-1,-1,-1,1823,4292,21,-4293
washuclassof.28,-1,-1,-1,286,2695,1263,-2696
class_of_28_uga,-1,-1,-1,191,1807,2217,-1808
wvu.classof2028,44,3407,326,44,3407,326,0
oregon2028,-1,-1,-1,-1,-1,-1,0
uncc.classof2028,-1,-1,-1,-1,-1,-1,0
ut.austin.2028,-1,-1,-1,-1,-1,-1,0
georgiasouthern_2028,-1,-1,-1,0,8,3,-9
marquette2028,-1,-1,-1,-1,-1,-1,0
northeastern2028_official,-1,-1,-1,2,278,1057,-279
uwmadison.2028_,-1,-1,-1,-1,-1,-1,0
minnesota2028_,-1,-1,-1,-1,-1,-1,0
uniclassof2027,-1,-1,-1,1,74,131,-75
ncsuclass2028,-1,-1,-1,-1,-1,-1,0
wvu.28,-1,-1,-1,283,1307,1209,-1308
ecuclassof2028,-1,-1,-1,0,6,0,-7
uga28class,-1,-1,-1,4,201,821,-202
syracusebios2028,-1,-1,-1,271,1190,1207,-1191
montclairclassof2028,-1,-1,-1,-1,-1,-1,0
tulane2028.bios,-1,-1,-1,113,1166,827,-1167
usfclass2028official,-1,-1,-1,98,1595,590,-1596
ndsu2028,-1,-1,-1,-1,-1,-1,0
ucsandiego_2028,-1,-1,-1,2472,7274,3894,-7275
ucberkeleyclassof2028,-1,-1,-1,-1,-1,-1,0
bc2028_,-1,-1,-1,-1,-1,-1,0
pennstate_classof2028,-1,-1,-1,-1,-1,-1,0
unh2028_,-1,-1,-1,-1,-1,-1,0
delaware2028official,-1,-1,-1,32,915,869,-916
umichiganclassof2028,-1,-1,-1,1,543,71,-544
uga.classof2028,-1,-1,-1,0,71,722,-72
uno.2028,-1,-1,-1,-1,-1,-1,0
fordham.2028,-1,-1,-1,108,1015,23,-1016
olemiss_2028,-1,-1,-1,-1,-1,-1,0
duke2028.class,-1,-1,-1,-1,-1,-1,0
